abs_diff_of_means,data,conv1,relu1,pool1,norm1,conv2,relu2,pool2,norm2,conv3,relu3,conv4,relu4,conv5,relu5,pool5,fc6,relu6,fc7,relu7,fc8
0,5.680173397,14.12424278,6.977804184,13.39648056,3.163719177,8.438024521,2.263168573,5.637390614,4.124467373,10.64689827,2.63879323,7.673346519,1.917438745,7.037552834,0.493369073,1.355115891,4.399074078,1.146877646,1.75456059,0.215020597,0.906697929
0.05,5.461985588,13.58249474,6.713558197,12.95481873,3.112123728,8.357049942,2.249628305,5.597322464,4.093327999,10.6331625,2.630628586,7.664875031,1.915730715,7.028915405,0.492101908,1.353012919,4.393577099,1.144104242,1.745862842,0.215531886,0.913464427
0.1,5.17936182,12.8768959,6.371781349,12.44244957,3.038452387,8.296951294,2.241477966,5.566640377,4.067206383,10.68979263,2.637433052,7.706848145,1.926974297,7.086161613,0.492889464,1.356087446,4.409845829,1.147538543,1.743915081,0.216964394,0.924209952
0.15,4.870545387,12.10715294,5.997936249,11.93493652,2.952673435,8.224668503,2.228507996,5.53145647,4.03724432,10.71324444,2.636107206,7.703489304,1.926059246,7.086483002,0.491355121,1.353533387,4.39845562,1.143975854,1.729944468,0.217250645,0.929147422
0.2,4.560881615,11.33610916,5.625623226,11.44528389,2.858230114,8.130027771,2.207211494,5.485853195,4.000784397,10.68619919,2.624534607,7.661665916,1.912748933,7.041074276,0.487305939,1.344495893,4.364675999,1.13461709,1.707744241,0.216213942,0.926940441
0.25,4.246961117,10.55690956,5.249580383,10.97393799,2.752491236,8.006015778,2.175518036,5.423293591,3.953516483,10.60331917,2.600869894,7.568489075,1.885925412,6.930472851,0.480417013,1.328573465,4.303443432,1.119420528,1.68085885,0.214176893,0.918351829
0.3,3.958276033,9.839958191,4.903604031,10.54868507,2.647916079,7.864458561,2.136427641,5.349511147,3.898745537,10.46366501,2.564444542,7.42530632,1.847033739,6.753781796,0.47138536,1.30724299,4.221550465,1.098710775,1.645321131,0.211491615,0.904968262
0.35,3.649582386,9.071434975,4.530442238,10.08552837,2.526764631,7.658515453,2.078407049,5.234840393,3.816767454,10.21592999,2.501758814,7.191412449,1.7875067,6.471635818,0.45774883,1.272896886,4.085000992,1.062721491,1.587578654,0.206388265,0.879968345
0.4,3.339439869,8.299636841,4.15331459,9.627477646,2.402200699,7.430675983,2.012942791,5.101811409,3.721337557,9.928648949,2.427862406,6.932388306,1.721845984,6.152079582,0.442538828,1.23600316,3.945301533,1.025543213,1.529744983,0.201479882,0.856872737
0.45,3.029355526,7.527852058,3.7771523,9.138438225,2.264784336,7.13381052,1.928781152,4.931205273,3.599581242,9.581508636,2.33926487,6.651166916,1.652623296,5.812581539,0.426962495,1.197143078,3.803327084,0.990271986,1.479765654,0.196489394,0.831921577
0.5,2.741983414,6.814072609,3.429377079,8.618086815,2.112081289,6.720610619,1.817130327,4.689717293,3.425287485,9.128820419,2.2228477,6.305326462,1.573167324,5.433783531,0.41089794,1.15573287,3.67068553,0.961251616,1.448473334,0.192001104,0.812282801
0.55,2.431381702,6.04142189,3.053191423,7.929424763,1.91064918,6.088210583,1.648893595,4.301398277,3.144477844,8.401185989,2.038627625,5.765282154,1.451115131,4.898758411,0.386888087,1.092385292,3.482296467,0.920051396,1.414203644,0.184878528,0.790126324
0.6,2.11446619,5.256490231,2.667500019,7.115618706,1.677756429,5.327982426,1.450387716,3.83113265,2.803575754,7.537672997,1.827028751,5.162572384,1.312746882,4.354627132,0.358146787,1.014868736,3.258518696,0.867298841,1.368706584,0.175868928,0.765992165
0.65,1.805332899,4.487958908,2.28371644,6.227282524,1.435092211,4.50170517,1.235258341,3.314622164,2.427746296,6.6215415,1.607236505,4.546373367,1.167210221,3.817326069,0.3270652,0.929343641,3.000808239,0.805499971,1.312452435,0.164011091,0.733808458
0.7,1.519312739,3.776502609,1.925217628,5.359537601,1.205251336,3.732371569,1.033539891,2.820981264,2.068132639,5.767945766,1.403569579,3.977623224,1.031220078,3.326283932,0.295857668,0.840457797,2.719693184,0.734656811,1.230800986,0.149969488,0.684666812
0.75,1.209273696,3.005921602,1.536337733,4.371783733,0.951702118,2.904370546,0.811909497,2.254571199,1.652699471,4.71816349,1.152690411,3.27642417,0.858210921,2.720527172,0.251068771,0.71220541,2.30112052,0.62370491,1.069479227,0.128500611,0.599088192
0.8,0.89596796,2.231295586,1.141085625,3.328809977,0.701187253,2.1013484,0.591935635,1.666523814,1.221646786,3.537253618,0.871557355,2.4831779,0.65482384,2.043839216,0.192980066,0.547399819,1.753868937,0.474202484,0.821031809,0.099129081,0.476081669
0.85,0.588225424,1.464514494,0.750098705,2.239354134,0.456490964,1.341544986,0.379835159,1.079371095,0.790614188,2.291795969,0.571504891,1.632521868,0.431862742,1.332316637,0.1277868,0.362560213,1.154708624,0.309153706,0.535809159,0.065538965,0.317088276
0.9,0.600215435,1.490659833,0.763638616,2.246431112,0.464373976,1.379304647,0.389315307,1.099736094,0.805420995,2.332270861,0.577740729,1.647932053,0.43501398,1.349759459,0.128258094,0.363205969,1.159157753,0.312419742,0.542076409,0.065892503,0.318049431
0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
