abs_diff_of_means,data,conv1,relu1,pool1,norm1,conv2,relu2,pool2,norm2,conv3,relu3,conv4,relu4,conv5,relu5,pool5,fc6,relu6,fc7,relu7,fc8
0,60.50947952,51.4004364,25.60082436,53.97984314,17.04013824,37.55469894,8.827770233,22.25487709,16.52916527,31.37085915,8.233976364,17.07595634,4.938967228,10.94018078,1.137405396,2.53124094,4.196167946,0.792118192,1.038067341,0.171478882,0.583805263
0.05,57.63038254,49.17300797,24.5453968,51.86800003,16.75524139,37.19957352,8.773449898,22.11944008,16.43851089,31.38864136,8.223930359,17.06165695,4.926131725,10.90032864,1.138411283,2.526139975,4.102219105,0.775950372,1.030241251,0.175182372,0.621437132
0.1,54.78055191,46.7470932,23.38971329,49.50867081,16.40490341,36.80631638,8.720781326,21.96944809,16.34409332,31.39678001,8.208519936,17.04913902,4.919491291,10.86571217,1.140892863,2.521550417,4.052021027,0.773110211,1.033056378,0.180007905,0.662341118
0.15,51.67032242,44.0839653,22.11819649,47.00526047,15.9585228,36.35796738,8.676476479,21.81393051,16.24786377,31.48090935,8.213435173,17.10102463,4.936529636,10.88736057,1.150691986,2.517931938,4.04684782,0.784050167,1.055565953,0.187653542,0.722809374
0.2,48.56314087,41.42079926,20.84666252,44.57876968,15.44411755,35.9184227,8.663744926,21.71641922,16.18592262,31.69621658,8.257299423,17.27552223,4.99596405,11.03452873,1.169110775,2.533651114,4.10992384,0.815354168,1.10509479,0.199041381,0.776231945
0.25,45.45952606,38.76682281,19.57796097,42.23698807,14.85683823,35.3243866,8.615317345,21.54500198,16.06834412,31.77841187,8.252149582,17.33981514,5.007084846,11.10501957,1.167244554,2.50863862,4.090461254,0.827878833,1.120578766,0.204086795,0.785804033
0.3,42.59096909,36.30728531,18.39983749,40.00947952,14.19617653,34.37073898,8.456010818,21.22845268,15.83620739,31.63795471,8.195522308,17.31163025,4.984693527,11.1702919,1.162504435,2.509494305,4.241465092,0.860746026,1.177455425,0.2155146,0.872757554
0.35,39.48760986,33.6544075,17.12667847,37.6062851,13.43761826,33.10826111,8.245343208,20.73755836,15.48106384,31.14754486,8.044675827,17.13139915,4.924054146,11.21289539,1.17257762,2.555804253,4.548098087,0.903210342,1.259967208,0.230443209,0.968013525
0.4,36.37702942,30.98252106,15.85133648,35.09237671,12.58911037,31.54544449,7.929456234,19.91380692,14.85859013,30.14653778,7.768220425,16.74901962,4.821169376,11.07818317,1.176983953,2.554619789,4.656017303,0.911864877,1.274223804,0.23262316,0.962837219
0.45,33.27547455,28.33382607,14.58548355,32.55900192,11.68120575,29.87895393,7.586409092,18.96060562,14.14409065,28.92808151,7.473104477,16.26796341,4.693700314,10.8307457,1.156870246,2.497198582,4.5642066,0.891654313,1.245842934,0.225410014,0.927818239
0.5,30.41132164,25.87912369,13.4005909,30.12227821,10.76231194,27.87512589,7.11841774,17.8459568,13.3406496,27.40408707,7.073824883,15.54622555,4.472055912,10.28478241,1.087766409,2.365302324,4.263131618,0.84294951,1.172644973,0.205200374,0.853551805
0.55,27.30567169,23.22110748,12.09552193,27.44541931,9.732625961,25.76697731,6.656204224,16.67538071,12.48995113,25.72011566,6.641825676,14.80749035,4.256948948,9.809106827,1.013695478,2.240323067,4.032186031,0.797113001,1.083513856,0.185354784,0.715163767
0.6,24.19872284,20.55989647,10.76294327,24.70617104,8.637849808,23.44899368,6.127297401,15.32462215,11.50586987,23.85796738,6.162343025,13.96905994,4.013626099,9.283283234,0.93704927,2.118819475,3.765688658,0.737202346,0.97664547,0.167218804,0.591246247
0.65,21.09348106,17.90592766,9.406587601,21.90147781,7.517106533,20.8781395,5.506395817,13.78472137,10.34659863,21.81516647,5.646198273,12.91925526,3.727730989,8.615027428,0.864326239,1.982097149,3.479120016,0.676416159,0.896054506,0.15198268,0.5312047
0.7,18.22666931,15.44750309,8.129481316,19.20786476,6.46156311,18.45326233,4.905480862,12.30642128,9.228713989,19.64482117,5.093980789,11.74948406,3.398067951,7.888946533,0.791520774,1.822806835,3.300675392,0.636072278,0.870247662,0.141804427,0.500606239
0.75,15.11977768,12.79356098,6.741887093,16.18610191,5.280260563,15.42702675,4.127828598,10.40634537,7.777692795,16.6576252,4.318944931,10.08498955,2.91906929,6.793535233,0.689898133,1.593797326,2.984241724,0.590864003,0.851669014,0.133710131,0.452719688
0.8,12.01810646,10.14463139,5.346884727,13.01988983,4.083507061,12.17954826,3.293152332,8.340479851,6.185934067,13.36642456,3.457598925,8.152133942,2.3732903,5.556515217,0.561554313,1.296890378,2.364147663,0.480129302,0.742562056,0.108477712,0.361982107
0.85,8.911389351,7.49572134,3.955386639,9.742568016,2.923772097,8.883311272,2.435759306,6.168055534,4.551585197,9.904679298,2.562394142,6.077381611,1.77896595,4.242008209,0.420222402,0.975772977,1.768214703,0.363542914,0.573112428,0.081206404,0.282983392
0.9,6.044363499,5.065720081,2.673262835,6.583496094,1.895238757,5.822569847,1.616963267,4.123853207,3.021771669,6.661029816,1.728112221,4.136924267,1.215640187,2.926443338,0.287613362,0.679760277,1.31808579,0.273948342,0.417401046,0.061472226,0.204391032
0.95,2.941198111,2.463529587,1.297520876,3.154781342,0.898973763,2.727494717,0.770531952,1.957696915,1.422948837,3.092708111,0.806715786,1.93704915,0.570962369,1.38870728,0.137558624,0.325941682,0.67334789,0.139111295,0.211238831,0.031218363,0.103794649
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
