abs_diff_of_means,data,conv1_1,relu1_1,conv1_2,relu1_2,pool1,conv2_1,relu2_1,conv2_2,relu2_2,pool2,conv3_1,relu3_1,conv3_2,relu3_2,conv3_3,relu3_3,conv3_4,relu3_4,pool3,conv4_1,relu4_1,conv4_2,relu4_2,conv4_3,relu4_3,conv4_4,relu4_4,pool4,conv5_1,relu5_1,conv5_2,relu5_2,conv5_3,relu5_3,conv5_4,relu5_4,pool5,fc6,relu6,fc7,relu7,fc8
Task 1,64.86788177,31.76358414,14.92827606,87.49443817,64.77363586,77.64030457,183.5695953,89.5695343,212.7933655,85.37199402,126.2561188,304.984375,136.1575623,326.4273376,130.0709839,291.0877686,219.4210052,504.6081543,283.449707,390.0953369,822.6616821,417.2943115,926.2104492,243.12117,634.4672852,111.3070984,295.0332947,21.0759182,38.13666534,107.3618851,27.11639595,71.65616608,8.849702835,32.77633667,3.168050766,12.14623356,0.315393835,0.533037663,2.395470381,1.009683251,0.943607748,0.407086104,1.134113908
Task 2,66.18711853,33.36641312,15.73977566,93.03031158,67.94744873,81.73930359,198.1057892,96.57028198,234.893692,95.31432343,136.3803406,310.1369629,139.9579926,327.1998291,132.1347351,290.8968811,219.9455566,513.131958,293.6626587,402.803894,833.8786011,421.3164063,920.7802734,252.8323059,646.6616211,120.6351624,312.782959,23.21152115,42.1286087,111.6664429,28.31653404,73.55685425,9.356369972,33.70425034,3.213670969,11.72581387,0.30527398,0.516454458,2.242956877,0.959150195,0.915205896,0.398620248,1.126676202
