abs_diff_of_means,data,conv1,relu1,pool1,norm1,conv2,relu2,pool2,norm2,conv3,relu3,conv4,relu4,conv5,relu5,pool5,fc6,relu6,fc7,relu7,fc8
0,2.950189829,3.522136688,1.739933491,4.131855965,1.009148717,2.673826694,0.608116031,1.622052789,1.250867009,3.919558048,0.956385791,2.808651209,0.626981199,2.161460161,0.1870047,0.75935179,3.264905691,0.807174563,1.226874471,0.236269623,1.0099684
0.05,2.80655551,3.357856512,1.661013603,4.034022331,0.992480993,2.649079084,0.603054583,1.607799292,1.240160942,3.902534723,0.953476608,2.804444075,0.626436532,2.161626101,0.186889812,0.761633754,3.279004097,0.809162378,1.227509379,0.236447945,1.009571195
0.1,2.665372849,3.188178062,1.57905221,3.938767195,0.975724161,2.630007982,0.598686755,1.597735286,1.231958866,3.892872572,0.952337682,2.806337595,0.626983762,2.164659739,0.186878964,0.763330936,3.294519901,0.811665952,1.229985237,0.237009346,1.007866502
0.15,2.513270855,3.004210949,1.489833236,3.828860998,0.9517892,2.589828253,0.590825558,1.580004811,1.216793537,3.853683472,0.943731487,2.78918457,0.624277532,2.155880928,0.186451629,0.76336956,3.311495543,0.814822495,1.232401013,0.237305835,1.003793716
0.2,2.360605955,2.81996417,1.399747968,3.708999157,0.918670714,2.524608374,0.578677356,1.551336169,1.193951368,3.787580252,0.928791583,2.751977444,0.618161857,2.134062052,0.185669959,0.760539472,3.31010437,0.81536299,1.231662512,0.236521989,0.994799733
0.25,2.207682371,2.635409117,1.309184074,3.581034899,0.87790978,2.439258099,0.56239754,1.510868788,1.162274599,3.688746929,0.904189229,2.67881918,0.605623424,2.083823919,0.184167504,0.751761675,3.280464411,0.812533379,1.228519678,0.234005854,0.974872172
0.3,2.067191839,2.466462851,1.226784587,3.446170807,0.829504788,2.335104227,0.541443884,1.460775018,1.124079466,3.578875542,0.878478825,2.595049143,0.590217233,2.016002655,0.181433573,0.742032945,3.248152018,0.809621096,1.22846806,0.23135367,0.956431448
0.35,1.914281249,2.281461239,1.137744546,3.278482676,0.764884353,2.178931952,0.510886788,1.390638947,1.069488764,3.410523653,0.840243399,2.473240852,0.566605508,1.914907932,0.176781312,0.728891015,3.211112022,0.810832918,1.2441746,0.230722815,0.946328402
0.4,1.761597037,2.098281145,1.050291657,3.095671892,0.698182821,2.01005125,0.477511674,1.308086395,1.003927588,3.220438242,0.795457006,2.338872671,0.538950026,1.810038924,0.171131521,0.706650317,3.146212578,0.806445837,1.253347158,0.228344917,0.927576423
0.45,1.60937202,1.915212631,0.962678194,2.892657042,0.627453327,1.80422473,0.434840649,1.206005812,0.921955645,3.01112175,0.744342327,2.18863678,0.508913994,1.709079385,0.167020127,0.694176972,3.070469141,0.796629786,1.255449414,0.224514961,0.888787985
0.5,1.468014717,1.74491322,0.881545067,2.681498766,0.559419096,1.599974751,0.390792698,1.099928498,0.836548924,2.77434206,0.685872614,2.023902178,0.47433874,1.600316644,0.161080688,0.673679531,2.974601746,0.776007712,1.238338113,0.218340367,0.836838007
0.55,1.315246463,1.561002731,0.79273963,2.434001684,0.487300903,1.388832331,0.344496965,0.97875607,0.739412904,2.485999107,0.616701126,1.834971666,0.434814751,1.469961047,0.153113395,0.647311807,2.883901596,0.752971947,1.213162184,0.213252157,0.795080006
0.6,1.162976146,1.37800324,0.701985836,2.170146942,0.415811628,1.183746934,0.298854083,0.852454901,0.640743911,2.172019958,0.541295588,1.628717542,0.3886922,1.316650748,0.140410125,0.600191832,2.754083872,0.718407154,1.166443944,0.205637783,0.756964087
0.65,1.009742141,1.193242311,0.609553933,1.893042922,0.347719252,0.988293648,0.253650486,0.724064231,0.541223288,1.831735134,0.458821833,1.398024917,0.334135234,1.133198142,0.123229273,0.533806443,2.536512136,0.659214199,1.078402758,0.19226411,0.700237453
0.7,0.869329274,1.025182247,0.524814188,1.633316398,0.28921476,0.822833359,0.214302719,0.610328913,0.452736229,1.523126483,0.382855475,1.175355077,0.280326545,0.949233472,0.103803739,0.451856017,2.194926739,0.566757441,0.92881155,0.167486995,0.608583748
0.75,0.716321528,0.842788637,0.432567805,1.34528017,0.231762767,0.656826794,0.173865154,0.493168354,0.364103496,1.213558793,0.305345833,0.939206183,0.222393394,0.751398683,0.081748597,0.355456084,1.741033196,0.444786489,0.72472018,0.132654175,0.486872613
0.8,0.563624382,0.661207557,0.340033472,1.052563906,0.177826732,0.499157399,0.134053379,0.378752351,0.278310239,0.914614499,0.230646983,0.71087873,0.167417422,0.567302346,0.06150784,0.267873228,1.332125902,0.337649763,0.54377383,0.100570619,0.372241318
0.85,0.411282957,0.481866807,0.248280719,0.758419275,0.128399163,0.354581773,0.095644228,0.269181281,0.196830481,0.632687449,0.159987971,0.491898924,0.115639016,0.393620461,0.042813096,0.189184189,0.955776274,0.240784854,0.385250658,0.072076082,0.269282877
0.9,0.270921886,0.322212964,0.16612418,0.491687268,0.087781012,0.237226531,0.063575335,0.177693471,0.129526526,0.394352257,0.100011282,0.305628717,0.071145371,0.243878916,0.026421076,0.1189292,0.592194736,0.148989066,0.238287568,0.045075826,0.171075061
0.95,0.12199603,0.159301937,0.082034171,0.233603612,0.047034625,0.120342806,0.031531062,0.087290376,0.063859418,0.181410655,0.046240084,0.141230553,0.03228711,0.114497729,0.01236313,0.05671243,0.280249745,0.071247093,0.112335399,0.021097621,0.081621729
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
