abs_diff_of_means,data,conv1,conv1x,conv1xxx,pool1,res2a_branch1,res2a_branch1x,res2a_branch2a,res2a_branch2ax,res2a_branch2axxx,res2a_branch2b,res2a_branch2bx,res2a_branch2bxxx,res2a_branch2c,res2a_branch2cx,res2a,res2ax,res2b_branch2a,res2b_branch2ax,res2b_branch2axxx,res2b_branch2b,res2b_branch2bx,res2b_branch2bxxx,res2b_branch2c,res2b_branch2cx,res2b,res2bx,res2c_branch2a,res2c_branch2ax,res2c_branch2axxx,res2c_branch2b,res2c_branch2bx,res2c_branch2bxxx,res2c_branch2c,res2c_branch2cx,res2c,res2cx,res3a_branch1,res3a_branch1x,res3a_branch2a,res3a_branch2ax,res3a_branch2axxx,res3a_branch2b,res3a_branch2bx,res3a_branch2bxxx,res3a_branch2c,res3a_branch2cx,res3a,res3ax,res3b1_branch2a,res3b1_branch2ax,res3b1_branch2axxx,res3b1_branch2b,res3b1_branch2bx,res3b1_branch2bxxx,res3b1_branch2c,res3b1_branch2cx,res3b1,res3b1x,res3b2_branch2a,res3b2_branch2ax,res3b2_branch2axxx,res3b2_branch2b,res3b2_branch2bx,res3b2_branch2bxxx,res3b2_branch2c,res3b2_branch2cx,res3b2,res3b2x,res3b3_branch2a,res3b3_branch2ax,res3b3_branch2axxx,res3b3_branch2b,res3b3_branch2bx,res3b3_branch2bxxx,res3b3_branch2c,res3b3_branch2cx,res3b3,res3b3x,res3b4_branch2a,res3b4_branch2ax,res3b4_branch2axxx,res3b4_branch2b,res3b4_branch2bx,res3b4_branch2bxxx,res3b4_branch2c,res3b4_branch2cx,res3b4,res3b4x,res3b5_branch2a,res3b5_branch2ax,res3b5_branch2axxx,res3b5_branch2b,res3b5_branch2bx,res3b5_branch2bxxx,res3b5_branch2c,res3b5_branch2cx,res3b5,res3b5x,res3b6_branch2a,res3b6_branch2ax,res3b6_branch2axxx,res3b6_branch2b,res3b6_branch2bx,res3b6_branch2bxxx,res3b6_branch2c,res3b6_branch2cx,res3b6,res3b6x,res3b7_branch2a,res3b7_branch2ax,res3b7_branch2axxx,res3b7_branch2b,res3b7_branch2bx,res3b7_branch2bxxx,res3b7_branch2c,res3b7_branch2cx,res3b7,res3b7x,res4a_branch1,res4a_branch1x,res4a_branch2a,res4a_branch2ax,res4a_branch2axxx,res4a_branch2b,res4a_branch2bx,res4a_branch2bxxx,res4a_branch2c,res4a_branch2cx,res4a,res4ax,res4b1_branch2a,res4b1_branch2ax,res4b1_branch2axxx,res4b1_branch2b,res4b1_branch2bx,res4b1_branch2bxxx,res4b1_branch2c,res4b1_branch2cx,res4b1,res4b1x,res4b2_branch2a,res4b2_branch2ax,res4b2_branch2axxx,res4b2_branch2b,res4b2_branch2bx,res4b2_branch2bxxx,res4b2_branch2c,res4b2_branch2cx,res4b2,res4b2x,res4b3_branch2a,res4b3_branch2ax,res4b3_branch2axxx,res4b3_branch2b,res4b3_branch2bx,res4b3_branch2bxxx,res4b3_branch2c,res4b3_branch2cx,res4b3,res4b3x,res4b4_branch2a,res4b4_branch2ax,res4b4_branch2axxx,res4b4_branch2b,res4b4_branch2bx,res4b4_branch2bxxx,res4b4_branch2c,res4b4_branch2cx,res4b4,res4b4x,res4b5_branch2a,res4b5_branch2ax,res4b5_branch2axxx,res4b5_branch2b,res4b5_branch2bx,res4b5_branch2bxxx,res4b5_branch2c,res4b5_branch2cx,res4b5,res4b5x,res4b6_branch2a,res4b6_branch2ax,res4b6_branch2axxx,res4b6_branch2b,res4b6_branch2bx,res4b6_branch2bxxx,res4b6_branch2c,res4b6_branch2cx,res4b6,res4b6x,res4b7_branch2a,res4b7_branch2ax,res4b7_branch2axxx,res4b7_branch2b,res4b7_branch2bx,res4b7_branch2bxxx,res4b7_branch2c,res4b7_branch2cx,res4b7,res4b7x,res4b8_branch2a,res4b8_branch2ax,res4b8_branch2axxx,res4b8_branch2b,res4b8_branch2bx,res4b8_branch2bxxx,res4b8_branch2c,res4b8_branch2cx,res4b8,res4b8x,res4b9_branch2a,res4b9_branch2ax,res4b9_branch2axxx,res4b9_branch2b,res4b9_branch2bx,res4b9_branch2bxxx,res4b9_branch2c,res4b9_branch2cx,res4b9,res4b9x,res4b10_branch2a,res4b10_branch2ax,res4b10_branch2axxx,res4b10_branch2b,res4b10_branch2bx,res4b10_branch2bxxx,res4b10_branch2c,res4b10_branch2cx,res4b10,res4b10x,res4b11_branch2a,res4b11_branch2ax,res4b11_branch2axxx,res4b11_branch2b,res4b11_branch2bx,res4b11_branch2bxxx,res4b11_branch2c,res4b11_branch2cx,res4b11,res4b11x,res4b12_branch2a,res4b12_branch2ax,res4b12_branch2axxx,res4b12_branch2b,res4b12_branch2bx,res4b12_branch2bxxx,res4b12_branch2c,res4b12_branch2cx,res4b12,res4b12x,res4b13_branch2a,res4b13_branch2ax,res4b13_branch2axxx,res4b13_branch2b,res4b13_branch2bx,res4b13_branch2bxxx,res4b13_branch2c,res4b13_branch2cx,res4b13,res4b13x,res4b14_branch2a,res4b14_branch2ax,res4b14_branch2axxx,res4b14_branch2b,res4b14_branch2bx,res4b14_branch2bxxx,res4b14_branch2c,res4b14_branch2cx,res4b14,res4b14x,res4b15_branch2a,res4b15_branch2ax,res4b15_branch2axxx,res4b15_branch2b,res4b15_branch2bx,res4b15_branch2bxxx,res4b15_branch2c,res4b15_branch2cx,res4b15,res4b15x,res4b16_branch2a,res4b16_branch2ax,res4b16_branch2axxx,res4b16_branch2b,res4b16_branch2bx,res4b16_branch2bxxx,res4b16_branch2c,res4b16_branch2cx,res4b16,res4b16x,res4b17_branch2a,res4b17_branch2ax,res4b17_branch2axxx,res4b17_branch2b,res4b17_branch2bx,res4b17_branch2bxxx,res4b17_branch2c,res4b17_branch2cx,res4b17,res4b17x,res4b18_branch2a,res4b18_branch2ax,res4b18_branch2axxx,res4b18_branch2b,res4b18_branch2bx,res4b18_branch2bxxx,res4b18_branch2c,res4b18_branch2cx,res4b18,res4b18x,res4b19_branch2a,res4b19_branch2ax,res4b19_branch2axxx,res4b19_branch2b,res4b19_branch2bx,res4b19_branch2bxxx,res4b19_branch2c,res4b19_branch2cx,res4b19,res4b19x,res4b20_branch2a,res4b20_branch2ax,res4b20_branch2axxx,res4b20_branch2b,res4b20_branch2bx,res4b20_branch2bxxx,res4b20_branch2c,res4b20_branch2cx,res4b20,res4b20x,res4b21_branch2a,res4b21_branch2ax,res4b21_branch2axxx,res4b21_branch2b,res4b21_branch2bx,res4b21_branch2bxxx,res4b21_branch2c,res4b21_branch2cx,res4b21,res4b21x,res4b22_branch2a,res4b22_branch2ax,res4b22_branch2axxx,res4b22_branch2b,res4b22_branch2bx,res4b22_branch2bxxx,res4b22_branch2c,res4b22_branch2cx,res4b22,res4b22x,res4b23_branch2a,res4b23_branch2ax,res4b23_branch2axxx,res4b23_branch2b,res4b23_branch2bx,res4b23_branch2bxxx,res4b23_branch2c,res4b23_branch2cx,res4b23,res4b23x,res4b24_branch2a,res4b24_branch2ax,res4b24_branch2axxx,res4b24_branch2b,res4b24_branch2bx,res4b24_branch2bxxx,res4b24_branch2c,res4b24_branch2cx,res4b24,res4b24x,res4b25_branch2a,res4b25_branch2ax,res4b25_branch2axxx,res4b25_branch2b,res4b25_branch2bx,res4b25_branch2bxxx,res4b25_branch2c,res4b25_branch2cx,res4b25,res4b25x,res4b26_branch2a,res4b26_branch2ax,res4b26_branch2axxx,res4b26_branch2b,res4b26_branch2bx,res4b26_branch2bxxx,res4b26_branch2c,res4b26_branch2cx,res4b26,res4b26x,res4b27_branch2a,res4b27_branch2ax,res4b27_branch2axxx,res4b27_branch2b,res4b27_branch2bx,res4b27_branch2bxxx,res4b27_branch2c,res4b27_branch2cx,res4b27,res4b27x,res4b28_branch2a,res4b28_branch2ax,res4b28_branch2axxx,res4b28_branch2b,res4b28_branch2bx,res4b28_branch2bxxx,res4b28_branch2c,res4b28_branch2cx,res4b28,res4b28x,res4b29_branch2a,res4b29_branch2ax,res4b29_branch2axxx,res4b29_branch2b,res4b29_branch2bx,res4b29_branch2bxxx,res4b29_branch2c,res4b29_branch2cx,res4b29,res4b29x,res4b30_branch2a,res4b30_branch2ax,res4b30_branch2axxx,res4b30_branch2b,res4b30_branch2bx,res4b30_branch2bxxx,res4b30_branch2c,res4b30_branch2cx,res4b30,res4b30x,res4b31_branch2a,res4b31_branch2ax,res4b31_branch2axxx,res4b31_branch2b,res4b31_branch2bx,res4b31_branch2bxxx,res4b31_branch2c,res4b31_branch2cx,res4b31,res4b31x,res4b32_branch2a,res4b32_branch2ax,res4b32_branch2axxx,res4b32_branch2b,res4b32_branch2bx,res4b32_branch2bxxx,res4b32_branch2c,res4b32_branch2cx,res4b32,res4b32x,res4b33_branch2a,res4b33_branch2ax,res4b33_branch2axxx,res4b33_branch2b,res4b33_branch2bx,res4b33_branch2bxxx,res4b33_branch2c,res4b33_branch2cx,res4b33,res4b33x,res4b34_branch2a,res4b34_branch2ax,res4b34_branch2axxx,res4b34_branch2b,res4b34_branch2bx,res4b34_branch2bxxx,res4b34_branch2c,res4b34_branch2cx,res4b34,res4b34x,res4b35_branch2a,res4b35_branch2ax,res4b35_branch2axxx,res4b35_branch2b,res4b35_branch2bx,res4b35_branch2bxxx,res4b35_branch2c,res4b35_branch2cx,res4b35,res4b35x,res5a_branch1,res5a_branch1x,res5a_branch2a,res5a_branch2ax,res5a_branch2axxx,res5a_branch2b,res5a_branch2bx,res5a_branch2bxxx,res5a_branch2c,res5a_branch2cx,res5a,res5ax,res5b_branch2a,res5b_branch2ax,res5b_branch2axxx,res5b_branch2b,res5b_branch2bx,res5b_branch2bxxx,res5b_branch2c,res5b_branch2cx,res5b,res5bx,res5c_branch2a,res5c_branch2ax,res5c_branch2axxx,res5c_branch2b,res5c_branch2bx,res5c_branch2bxxx,res5c_branch2c,res5c_branch2cx,res5c,res5cx,pool5,fc1000
0,14.875,23.3331356,0.33556819,0.208540529,0.288185418,0.236119211,0.427448034,0.261688828,0.321393222,0.124605216,0.313957006,0.174980596,0.111273088,0.096978866,0.267423332,0.422451735,0.149049774,0.247777089,0.296045184,0.08796756,0.186626077,0.248961553,0.123442322,0.047917616,0.156439424,0.280645221,0.205383062,0.295269758,0.399240464,0.158278197,0.355929404,0.522153258,0.270681143,0.09571901,0.296047807,0.446006179,0.292248249,0.243833974,0.628210008,0.172634125,0.207244888,0.10876669,0.183947951,0.197332308,0.10904666,0.059650294,0.209808975,0.738379836,0.394317865,0.276282847,0.241210222,0.09623944,0.170218661,0.291825712,0.11106509,0.038475566,0.173850641,0.51023376,0.412652999,0.393850058,0.292352736,0.103582911,0.186009139,0.300787747,0.092329048,0.03871087,0.216040865,0.532535017,0.395032287,0.199434102,0.152269945,0.030189373,0.039653275,0.087166458,0.031121271,0.012914487,0.053331394,0.426406384,0.395402998,0.389028072,0.3353073,0.134847045,0.227550507,0.384768724,0.149315596,0.066441543,0.316188961,0.625494421,0.45356369,0.725223482,0.463476449,0.184835985,0.482194006,0.76633954,0.260054469,0.102837563,0.561553121,0.87355268,0.54771477,0.708426178,0.43729642,0.111477949,0.194689289,0.505392253,0.190242574,0.078466699,0.35734427,0.770531893,0.567499995,0.687756419,0.456154883,0.12416359,0.26112318,0.450782388,0.218959615,0.087162375,0.4367809,0.886125147,0.663764238,0.520911932,0.925914705,0.570234954,0.481025696,0.19129239,0.407297105,0.476707667,0.109218538,0.054913048,0.440667063,1.141293287,0.626074255,0.414683282,0.274121374,0.095755503,0.095795564,0.15673919,0.046673421,0.028214838,0.201882854,0.719972253,0.551862895,0.348775983,0.273981452,0.091613621,0.076479934,0.138400376,0.039538253,0.014511882,0.106508292,0.608843327,0.543985784,0.569587469,0.395938963,0.148717925,0.269325554,0.43516168,0.084534921,0.03986017,0.313353479,0.724483311,0.572015166,0.313327819,0.274473429,0.127824396,0.122272201,0.21994099,0.05457297,0.027905986,0.192404151,0.663517952,0.547923565,0.434253693,0.328137428,0.145587802,0.224857524,0.375307679,0.112253562,0.04922574,0.386959285,0.780775249,0.533859253,0.445389271,0.257087976,0.04893142,0.081010595,0.248578563,0.049051095,0.021294944,0.190061122,0.645483136,0.535188973,0.352268994,0.258521765,0.090772592,0.126773372,0.183317035,0.042902585,0.020310475,0.208877817,0.642252266,0.520624518,0.401800394,0.316768795,0.12743549,0.16651237,0.301759928,0.064395346,0.031969897,0.333946079,0.721675813,0.556336224,0.42616275,0.327290595,0.129608452,0.188085258,0.28751421,0.053119697,0.030353539,0.301631451,0.724343657,0.540957868,0.388493091,0.264969915,0.09499535,0.163330719,0.220972955,0.048252091,0.02954755,0.262862951,0.683473229,0.559435725,0.311065376,0.274380475,0.078718007,0.085645325,0.160813153,0.047622412,0.020217707,0.165783003,0.636338353,0.519625485,0.364468247,0.26319778,0.073053762,0.097725764,0.219047233,0.046170171,0.019585647,0.194804326,0.621474683,0.515885651,0.466932893,0.28900966,0.075535834,0.12305142,0.31465131,0.048957884,0.022812912,0.240163252,0.643217742,0.525345802,0.390886843,0.281100333,0.085808575,0.114011772,0.285243511,0.040190447,0.019267885,0.186069489,0.61964035,0.504054606,0.375964493,0.269004196,0.072971284,0.106323615,0.2904917,0.049009517,0.024996758,0.224014282,0.624453366,0.472534418,0.475421816,0.239414737,0.035028867,0.082374059,0.466813236,0.112839863,0.056920987,0.471753478,0.800198913,0.5139485,0.418375164,0.255325794,0.037842289,0.085346647,0.3541798,0.090868145,0.036992203,0.306173354,0.70211798,0.551272869,0.496184111,0.28782779,0.067905575,0.116584957,0.414740115,0.057791214,0.040326081,0.381028712,0.762572765,0.53048265,0.418768138,0.251277447,0.034627251,0.055619381,0.217016026,0.053762823,0.020005304,0.204589605,0.643004179,0.512655139,0.352838755,0.248187006,0.053120337,0.069503717,0.229835302,0.041280795,0.016778627,0.145535171,0.586120129,0.51886344,0.314027011,0.269135267,0.074193969,0.082352534,0.223273903,0.052231405,0.017836677,0.128087565,0.573668122,0.503303945,0.284466475,0.245795652,0.07304582,0.068961114,0.196949601,0.073412843,0.02525093,0.159225613,0.577972829,0.490264177,0.343171865,0.276421964,0.051013947,0.056229368,0.204434827,0.071896501,0.023395684,0.147169024,0.559972823,0.482677221,0.369308174,0.267187864,0.04962058,0.064659543,0.23911719,0.071400672,0.025568094,0.196568385,0.58797884,0.473077565,0.365422785,0.236243755,0.031984191,0.058110494,0.200776115,0.049981639,0.02142551,0.196287528,0.575862706,0.488236487,0.4226771,0.273846269,0.049422249,0.073207274,0.249305427,0.065329053,0.027090436,0.250389874,0.625956357,0.489669651,0.474965125,0.266078204,0.034130469,0.080904715,0.433891326,0.100756794,0.040057052,0.301481515,0.666713238,0.497091711,0.348790139,0.241239861,0.045393329,0.052092843,0.244527176,0.066930257,0.024595609,0.183979422,0.586988509,0.49496904,0.323841155,0.249957263,0.062791489,0.072534762,0.286122322,0.092444673,0.036685005,0.245006755,0.63177228,0.501216292,0.447424144,0.259471565,0.037959177,0.082006708,0.431069344,0.075152405,0.039098799,0.302330106,0.676425636,0.530377686,0.326167643,0.271384537,0.059901956,0.073579706,0.282747,0.090172894,0.027175138,0.173755497,0.611652553,0.514450729,0.46450451,0.263395786,0.036632191,0.069414243,0.324395031,0.047318764,0.026993824,0.199225113,0.613395691,0.483608365,0.41896525,0.283872277,0.057837375,0.087016784,0.241728902,0.056500912,0.023167873,0.198379129,0.588479578,0.518393695,0.441239059,0.27432254,0.033709347,0.067194387,0.266409397,0.078415796,0.028607136,0.224415377,0.627293348,0.551649392,0.468466282,0.240252748,0.020633833,0.047062561,0.207315147,0.072005644,0.029443711,0.191828325,0.633970678,0.586042762,0.453741968,1.148682475,0.59765172,0.359844208,0.053345215,0.205988944,0.39837718,0.058058497,0.04403818,0.644922376,1.433839798,0.36315465,0.720880389,0.329117626,0.054303426,0.18678017,0.473956823,0.059699412,0.042839926,0.703316212,0.946846783,0.317959994,0.670726061,0.316816956,0.023733042,0.116902329,0.379393041,0.125705242,0.060081393,0.834898949,1.053076744,0.258873999,0.227666944,1.230612516
0.05,14.26660156,22.45130157,0.323331535,0.201290071,0.275826156,0.224436387,0.406259388,0.250441194,0.307847053,0.118414015,0.298406452,0.166211247,0.105965622,0.092462987,0.25503546,0.402812093,0.142340183,0.237453029,0.283370107,0.084043704,0.180049121,0.240091443,0.119118497,0.046273213,0.151053876,0.269819051,0.19695805,0.285826743,0.386383206,0.15329878,0.346764475,0.509192824,0.264175326,0.093588009,0.289553285,0.432849973,0.282377601,0.23559165,0.607820034,0.165398225,0.198544636,0.103228703,0.171221972,0.183253154,0.102166146,0.055267576,0.194653779,0.709255815,0.38069436,0.261598438,0.229802698,0.091339245,0.156652093,0.269347131,0.101918004,0.035322394,0.159552172,0.486949831,0.395363271,0.379860818,0.282055199,0.10064593,0.184244841,0.297457397,0.091452658,0.038664751,0.215538904,0.515427113,0.379835218,0.189162716,0.144601703,0.027840368,0.036268201,0.079777054,0.02925745,0.012030317,0.049672369,0.408947885,0.379390687,0.369700402,0.31856373,0.128915295,0.217410237,0.367170632,0.14194639,0.06328731,0.301644176,0.59936589,0.435198963,0.702861845,0.449251145,0.17975831,0.470243216,0.746995866,0.253256321,0.100246772,0.547613978,0.8454687,0.529165685,0.685753047,0.422825724,0.108718291,0.190305322,0.493460834,0.185321108,0.076784074,0.349858433,0.748363554,0.549845159,0.665105999,0.44078517,0.119709522,0.250262976,0.432941407,0.20913811,0.082679905,0.414898396,0.85128957,0.637963533,0.497898251,0.88543427,0.547196031,0.462381095,0.183113977,0.386847347,0.453123808,0.104662552,0.052699555,0.422492445,1.091500401,0.600761175,0.393961191,0.260697454,0.090826169,0.089367777,0.145932823,0.042903882,0.024957739,0.179176643,0.684055567,0.528389692,0.334140003,0.262296796,0.087611549,0.073425829,0.132398486,0.037913322,0.013897184,0.102169134,0.583237112,0.521206021,0.538637161,0.374511927,0.139355659,0.246154234,0.397775292,0.078041025,0.035299655,0.27845934,0.680628419,0.544239581,0.296968311,0.260053605,0.121577241,0.115954645,0.208622798,0.052259658,0.027426939,0.188521594,0.635109901,0.523239195,0.414117813,0.313079566,0.138881549,0.215738982,0.360005707,0.106761508,0.04692005,0.369317502,0.745229125,0.510668099,0.42589879,0.245759025,0.04642503,0.076986462,0.236298829,0.046521395,0.020249246,0.180891395,0.616596699,0.510936141,0.338229239,0.248284832,0.087330632,0.123118497,0.17815876,0.041359253,0.019601092,0.201606318,0.614772379,0.497909635,0.381283939,0.30050078,0.12071009,0.157299995,0.284989446,0.060725436,0.030103153,0.314573944,0.687168837,0.530037284,0.407680303,0.313070148,0.124457195,0.180973247,0.276552349,0.051446527,0.028885681,0.288760513,0.69148618,0.515780568,0.373515069,0.254420489,0.091366641,0.158110902,0.214037657,0.047251642,0.028927103,0.257302463,0.65563935,0.535226882,0.298211843,0.262873292,0.075082041,0.082294978,0.154164433,0.045567248,0.019000923,0.157236397,0.608630598,0.496192217,0.35134095,0.253524184,0.070617974,0.09480314,0.212435514,0.04486895,0.018955465,0.188951507,0.595222712,0.492905051,0.451138794,0.2791875,0.072880082,0.119693592,0.306008309,0.046911102,0.02191258,0.23076883,0.615272105,0.501991868,0.374172211,0.268990457,0.082123719,0.109179206,0.273188055,0.038228277,0.018420089,0.177872553,0.591935813,0.481220543,0.359650373,0.257285237,0.069647178,0.101224512,0.276538432,0.046776503,0.023707628,0.212660328,0.59580797,0.450811684,0.453533798,0.228361487,0.033791043,0.08001247,0.453707337,0.10916198,0.055831071,0.462866962,0.774379492,0.493375421,0.402944565,0.245924398,0.03609708,0.082360752,0.341643125,0.088512063,0.036218017,0.299810559,0.677272856,0.529389501,0.47694397,0.276823074,0.065130778,0.113020509,0.402429432,0.055630244,0.039220352,0.370366305,0.735234916,0.508997023,0.403727621,0.242197543,0.033388745,0.053978201,0.210673079,0.052175686,0.019510096,0.19925414,0.619697928,0.492902547,0.339247555,0.238752678,0.050643872,0.065961204,0.218166709,0.038785674,0.015824389,0.137338638,0.561840236,0.497597456,0.300550461,0.257504255,0.071533494,0.079667419,0.216060087,0.050227519,0.017165894,0.123312503,0.550743878,0.482830584,0.272797495,0.235813081,0.069724269,0.065913245,0.188316658,0.070296586,0.024132282,0.152650088,0.554810405,0.470611334,0.329389453,0.265579879,0.048818715,0.053303983,0.193703339,0.067924969,0.022118198,0.139398724,0.536593199,0.463022232,0.355427712,0.257160842,0.047673501,0.063048482,0.23353368,0.068870679,0.024739562,0.190158606,0.565357387,0.454402655,0.351251751,0.227014557,0.030470092,0.055026274,0.190254539,0.047613636,0.020394029,0.187021762,0.552216768,0.468490988,0.407108188,0.263882995,0.047350768,0.070385024,0.239766523,0.063433535,0.026504207,0.244671434,0.603332102,0.470273167,0.457547754,0.256266803,0.03272659,0.078150012,0.41912514,0.097471498,0.03856365,0.290215343,0.641561687,0.478632987,0.33538425,0.232200503,0.043516319,0.049715329,0.233408988,0.063413851,0.023383068,0.174801186,0.56409508,0.47553283,0.312426656,0.241153196,0.060818911,0.070296578,0.277288467,0.089808106,0.036000852,0.240184784,0.61094749,0.483542293,0.432349026,0.250827461,0.036473423,0.078765176,0.413841158,0.072523661,0.037531968,0.290204406,0.65162766,0.512144923,0.313726634,0.261016548,0.057386942,0.070120305,0.269379437,0.087222353,0.026325824,0.168227881,0.591541409,0.498040169,0.448507518,0.25426054,0.03532419,0.067279585,0.314355493,0.046581462,0.026510375,0.195702881,0.595620096,0.469206899,0.405171931,0.274489045,0.056105483,0.084062517,0.233514994,0.054675866,0.022232892,0.190810725,0.569707572,0.502568126,0.42884168,0.266740263,0.03274912,0.064319111,0.255037367,0.075890116,0.027713805,0.217557847,0.607239068,0.534541309,0.454237282,0.23283571,0.020100575,0.045990072,0.202600017,0.07112509,0.029815182,0.193645269,0.618574858,0.570734739,0.439471811,1.112650037,0.58096081,0.349799454,0.052133597,0.203811899,0.394500822,0.057212945,0.043510672,0.637137651,1.397172928,0.353149444,0.698693573,0.31912145,0.052764181,0.179187953,0.454831451,0.058471493,0.041954711,0.688715398,0.925873578,0.309444219,0.65170598,0.307713985,0.023061782,0.114008009,0.369897097,0.122435756,0.058228083,0.808984101,1.021047354,0.250683635,0.219794184,1.198913932
