abs_diff_of_means,data,conv1,conv1x,conv1xxx,pool1,res2a_branch1,res2a_branch1x,res2a_branch2a,res2a_branch2ax,res2a_branch2axxx,res2a_branch2b,res2a_branch2bx,res2a_branch2bxxx,res2a_branch2c,res2a_branch2cx,res2a,res2ax,res2b_branch2a,res2b_branch2ax,res2b_branch2axxx,res2b_branch2b,res2b_branch2bx,res2b_branch2bxxx,res2b_branch2c,res2b_branch2cx,res2b,res2bx,res2c_branch2a,res2c_branch2ax,res2c_branch2axxx,res2c_branch2b,res2c_branch2bx,res2c_branch2bxxx,res2c_branch2c,res2c_branch2cx,res2c,res2cx,res3a_branch1,res3a_branch1x,res3a_branch2a,res3a_branch2ax,res3a_branch2axxx,res3a_branch2b,res3a_branch2bx,res3a_branch2bxxx,res3a_branch2c,res3a_branch2cx,res3a,res3ax,res3b1_branch2a,res3b1_branch2ax,res3b1_branch2axxx,res3b1_branch2b,res3b1_branch2bx,res3b1_branch2bxxx,res3b1_branch2c,res3b1_branch2cx,res3b1,res3b1x,res3b2_branch2a,res3b2_branch2ax,res3b2_branch2axxx,res3b2_branch2b,res3b2_branch2bx,res3b2_branch2bxxx,res3b2_branch2c,res3b2_branch2cx,res3b2,res3b2x,res3b3_branch2a,res3b3_branch2ax,res3b3_branch2axxx,res3b3_branch2b,res3b3_branch2bx,res3b3_branch2bxxx,res3b3_branch2c,res3b3_branch2cx,res3b3,res3b3x,res3b4_branch2a,res3b4_branch2ax,res3b4_branch2axxx,res3b4_branch2b,res3b4_branch2bx,res3b4_branch2bxxx,res3b4_branch2c,res3b4_branch2cx,res3b4,res3b4x,res3b5_branch2a,res3b5_branch2ax,res3b5_branch2axxx,res3b5_branch2b,res3b5_branch2bx,res3b5_branch2bxxx,res3b5_branch2c,res3b5_branch2cx,res3b5,res3b5x,res3b6_branch2a,res3b6_branch2ax,res3b6_branch2axxx,res3b6_branch2b,res3b6_branch2bx,res3b6_branch2bxxx,res3b6_branch2c,res3b6_branch2cx,res3b6,res3b6x,res3b7_branch2a,res3b7_branch2ax,res3b7_branch2axxx,res3b7_branch2b,res3b7_branch2bx,res3b7_branch2bxxx,res3b7_branch2c,res3b7_branch2cx,res3b7,res3b7x,res4a_branch1,res4a_branch1x,res4a_branch2a,res4a_branch2ax,res4a_branch2axxx,res4a_branch2b,res4a_branch2bx,res4a_branch2bxxx,res4a_branch2c,res4a_branch2cx,res4a,res4ax,res4b1_branch2a,res4b1_branch2ax,res4b1_branch2axxx,res4b1_branch2b,res4b1_branch2bx,res4b1_branch2bxxx,res4b1_branch2c,res4b1_branch2cx,res4b1,res4b1x,res4b2_branch2a,res4b2_branch2ax,res4b2_branch2axxx,res4b2_branch2b,res4b2_branch2bx,res4b2_branch2bxxx,res4b2_branch2c,res4b2_branch2cx,res4b2,res4b2x,res4b3_branch2a,res4b3_branch2ax,res4b3_branch2axxx,res4b3_branch2b,res4b3_branch2bx,res4b3_branch2bxxx,res4b3_branch2c,res4b3_branch2cx,res4b3,res4b3x,res4b4_branch2a,res4b4_branch2ax,res4b4_branch2axxx,res4b4_branch2b,res4b4_branch2bx,res4b4_branch2bxxx,res4b4_branch2c,res4b4_branch2cx,res4b4,res4b4x,res4b5_branch2a,res4b5_branch2ax,res4b5_branch2axxx,res4b5_branch2b,res4b5_branch2bx,res4b5_branch2bxxx,res4b5_branch2c,res4b5_branch2cx,res4b5,res4b5x,res4b6_branch2a,res4b6_branch2ax,res4b6_branch2axxx,res4b6_branch2b,res4b6_branch2bx,res4b6_branch2bxxx,res4b6_branch2c,res4b6_branch2cx,res4b6,res4b6x,res4b7_branch2a,res4b7_branch2ax,res4b7_branch2axxx,res4b7_branch2b,res4b7_branch2bx,res4b7_branch2bxxx,res4b7_branch2c,res4b7_branch2cx,res4b7,res4b7x,res4b8_branch2a,res4b8_branch2ax,res4b8_branch2axxx,res4b8_branch2b,res4b8_branch2bx,res4b8_branch2bxxx,res4b8_branch2c,res4b8_branch2cx,res4b8,res4b8x,res4b9_branch2a,res4b9_branch2ax,res4b9_branch2axxx,res4b9_branch2b,res4b9_branch2bx,res4b9_branch2bxxx,res4b9_branch2c,res4b9_branch2cx,res4b9,res4b9x,res4b10_branch2a,res4b10_branch2ax,res4b10_branch2axxx,res4b10_branch2b,res4b10_branch2bx,res4b10_branch2bxxx,res4b10_branch2c,res4b10_branch2cx,res4b10,res4b10x,res4b11_branch2a,res4b11_branch2ax,res4b11_branch2axxx,res4b11_branch2b,res4b11_branch2bx,res4b11_branch2bxxx,res4b11_branch2c,res4b11_branch2cx,res4b11,res4b11x,res4b12_branch2a,res4b12_branch2ax,res4b12_branch2axxx,res4b12_branch2b,res4b12_branch2bx,res4b12_branch2bxxx,res4b12_branch2c,res4b12_branch2cx,res4b12,res4b12x,res4b13_branch2a,res4b13_branch2ax,res4b13_branch2axxx,res4b13_branch2b,res4b13_branch2bx,res4b13_branch2bxxx,res4b13_branch2c,res4b13_branch2cx,res4b13,res4b13x,res4b14_branch2a,res4b14_branch2ax,res4b14_branch2axxx,res4b14_branch2b,res4b14_branch2bx,res4b14_branch2bxxx,res4b14_branch2c,res4b14_branch2cx,res4b14,res4b14x,res4b15_branch2a,res4b15_branch2ax,res4b15_branch2axxx,res4b15_branch2b,res4b15_branch2bx,res4b15_branch2bxxx,res4b15_branch2c,res4b15_branch2cx,res4b15,res4b15x,res4b16_branch2a,res4b16_branch2ax,res4b16_branch2axxx,res4b16_branch2b,res4b16_branch2bx,res4b16_branch2bxxx,res4b16_branch2c,res4b16_branch2cx,res4b16,res4b16x,res4b17_branch2a,res4b17_branch2ax,res4b17_branch2axxx,res4b17_branch2b,res4b17_branch2bx,res4b17_branch2bxxx,res4b17_branch2c,res4b17_branch2cx,res4b17,res4b17x,res4b18_branch2a,res4b18_branch2ax,res4b18_branch2axxx,res4b18_branch2b,res4b18_branch2bx,res4b18_branch2bxxx,res4b18_branch2c,res4b18_branch2cx,res4b18,res4b18x,res4b19_branch2a,res4b19_branch2ax,res4b19_branch2axxx,res4b19_branch2b,res4b19_branch2bx,res4b19_branch2bxxx,res4b19_branch2c,res4b19_branch2cx,res4b19,res4b19x,res4b20_branch2a,res4b20_branch2ax,res4b20_branch2axxx,res4b20_branch2b,res4b20_branch2bx,res4b20_branch2bxxx,res4b20_branch2c,res4b20_branch2cx,res4b20,res4b20x,res4b21_branch2a,res4b21_branch2ax,res4b21_branch2axxx,res4b21_branch2b,res4b21_branch2bx,res4b21_branch2bxxx,res4b21_branch2c,res4b21_branch2cx,res4b21,res4b21x,res4b22_branch2a,res4b22_branch2ax,res4b22_branch2axxx,res4b22_branch2b,res4b22_branch2bx,res4b22_branch2bxxx,res4b22_branch2c,res4b22_branch2cx,res4b22,res4b22x,res4b23_branch2a,res4b23_branch2ax,res4b23_branch2axxx,res4b23_branch2b,res4b23_branch2bx,res4b23_branch2bxxx,res4b23_branch2c,res4b23_branch2cx,res4b23,res4b23x,res4b24_branch2a,res4b24_branch2ax,res4b24_branch2axxx,res4b24_branch2b,res4b24_branch2bx,res4b24_branch2bxxx,res4b24_branch2c,res4b24_branch2cx,res4b24,res4b24x,res4b25_branch2a,res4b25_branch2ax,res4b25_branch2axxx,res4b25_branch2b,res4b25_branch2bx,res4b25_branch2bxxx,res4b25_branch2c,res4b25_branch2cx,res4b25,res4b25x,res4b26_branch2a,res4b26_branch2ax,res4b26_branch2axxx,res4b26_branch2b,res4b26_branch2bx,res4b26_branch2bxxx,res4b26_branch2c,res4b26_branch2cx,res4b26,res4b26x,res4b27_branch2a,res4b27_branch2ax,res4b27_branch2axxx,res4b27_branch2b,res4b27_branch2bx,res4b27_branch2bxxx,res4b27_branch2c,res4b27_branch2cx,res4b27,res4b27x,res4b28_branch2a,res4b28_branch2ax,res4b28_branch2axxx,res4b28_branch2b,res4b28_branch2bx,res4b28_branch2bxxx,res4b28_branch2c,res4b28_branch2cx,res4b28,res4b28x,res4b29_branch2a,res4b29_branch2ax,res4b29_branch2axxx,res4b29_branch2b,res4b29_branch2bx,res4b29_branch2bxxx,res4b29_branch2c,res4b29_branch2cx,res4b29,res4b29x,res4b30_branch2a,res4b30_branch2ax,res4b30_branch2axxx,res4b30_branch2b,res4b30_branch2bx,res4b30_branch2bxxx,res4b30_branch2c,res4b30_branch2cx,res4b30,res4b30x,res4b31_branch2a,res4b31_branch2ax,res4b31_branch2axxx,res4b31_branch2b,res4b31_branch2bx,res4b31_branch2bxxx,res4b31_branch2c,res4b31_branch2cx,res4b31,res4b31x,res4b32_branch2a,res4b32_branch2ax,res4b32_branch2axxx,res4b32_branch2b,res4b32_branch2bx,res4b32_branch2bxxx,res4b32_branch2c,res4b32_branch2cx,res4b32,res4b32x,res4b33_branch2a,res4b33_branch2ax,res4b33_branch2axxx,res4b33_branch2b,res4b33_branch2bx,res4b33_branch2bxxx,res4b33_branch2c,res4b33_branch2cx,res4b33,res4b33x,res4b34_branch2a,res4b34_branch2ax,res4b34_branch2axxx,res4b34_branch2b,res4b34_branch2bx,res4b34_branch2bxxx,res4b34_branch2c,res4b34_branch2cx,res4b34,res4b34x,res4b35_branch2a,res4b35_branch2ax,res4b35_branch2axxx,res4b35_branch2b,res4b35_branch2bx,res4b35_branch2bxxx,res4b35_branch2c,res4b35_branch2cx,res4b35,res4b35x,res5a_branch1,res5a_branch1x,res5a_branch2a,res5a_branch2ax,res5a_branch2axxx,res5a_branch2b,res5a_branch2bx,res5a_branch2bxxx,res5a_branch2c,res5a_branch2cx,res5a,res5ax,res5b_branch2a,res5b_branch2ax,res5b_branch2axxx,res5b_branch2b,res5b_branch2bx,res5b_branch2bxxx,res5b_branch2c,res5b_branch2cx,res5b,res5bx,res5c_branch2a,res5c_branch2ax,res5c_branch2axxx,res5c_branch2b,res5c_branch2bx,res5c_branch2bxxx,res5c_branch2c,res5c_branch2cx,res5c,res5cx,pool5,fc1000
0,26.88644028,32.58419418,0.475683004,0.304420561,0.298126578,0.34228158,0.605873406,0.300945848,0.348565459,0.146888033,0.413832903,0.236404657,0.163479403,0.180188984,0.48282817,0.399917215,0.14391835,0.231979638,0.276899368,0.075707413,0.150910243,0.200070128,0.094836868,0.038640868,0.123839185,0.245108902,0.178826883,0.234547749,0.312422097,0.130943879,0.265091091,0.380103052,0.191520289,0.066446438,0.207365274,0.352139056,0.248411566,0.20456399,0.514012814,0.169351816,0.197697401,0.087728985,0.141714752,0.150749341,0.084094651,0.044129804,0.155418336,0.590634167,0.332985938,0.20757395,0.182172284,0.068186007,0.102786086,0.169628531,0.056073222,0.022324864,0.100917138,0.389760584,0.340116799,0.314673662,0.234504834,0.085380815,0.140407771,0.227907881,0.073244721,0.03050101,0.168830693,0.434659839,0.343738258,0.157595813,0.12179444,0.020010537,0.02396295,0.053833123,0.017853221,0.006257084,0.025700929,0.355858654,0.331125289,0.301580906,0.260701388,0.100330867,0.135890603,0.230446249,0.073706776,0.033977877,0.16127032,0.431473166,0.342810422,0.62114197,0.39442265,0.14973934,0.347948462,0.547635436,0.17004554,0.062041651,0.333639175,0.564884424,0.385843486,0.455217719,0.283047825,0.065080747,0.099978447,0.266075134,0.094434761,0.040399376,0.186297044,0.482803881,0.388409942,0.497014523,0.328623623,0.085431173,0.179995552,0.318764299,0.140184894,0.056606028,0.279976726,0.571923554,0.451630741,0.357016414,0.634500265,0.36403361,0.295633167,0.118957482,0.227381855,0.261656791,0.064537026,0.035613135,0.291580737,0.771239758,0.424358279,0.252821773,0.174903691,0.065373726,0.063869968,0.101503693,0.027127936,0.013800098,0.104409039,0.481397539,0.41927284,0.281237185,0.222613513,0.081312396,0.081624359,0.147010922,0.037791725,0.014372038,0.102727987,0.472064584,0.40488404,0.491126478,0.339186132,0.133034274,0.257376432,0.412710428,0.078275926,0.037169714,0.296028793,0.57305032,0.438931257,0.26937896,0.233376756,0.091922335,0.107879162,0.192486003,0.053409755,0.023941414,0.169738889,0.521983922,0.42768541,0.340352148,0.255424917,0.09734986,0.142075896,0.235713467,0.060680106,0.025416231,0.204598561,0.533782661,0.437522084,0.373224735,0.213895917,0.039965317,0.063887358,0.196413919,0.039710939,0.016237691,0.146248162,0.513708115,0.430191576,0.319143116,0.233441621,0.08733324,0.129364058,0.187017739,0.035140745,0.016072374,0.167987928,0.515763164,0.433216572,0.41605404,0.324762881,0.117934026,0.186059505,0.333504379,0.05412326,0.02344978,0.247747362,0.56816119,0.455733955,0.319152325,0.248115927,0.087690726,0.117072619,0.179233149,0.030764118,0.014562178,0.153636351,0.526343048,0.44673562,0.297979712,0.208110631,0.07371515,0.128983378,0.174239904,0.031538717,0.014445936,0.13627556,0.51199615,0.444256365,0.269049495,0.236225575,0.087652497,0.106345594,0.19610925,0.037812755,0.015882501,0.139232561,0.511169672,0.440348059,0.304244518,0.220925927,0.059632163,0.0782419,0.175238475,0.031899177,0.013895285,0.142426759,0.506270766,0.435151309,0.346193105,0.214235172,0.049680758,0.079293624,0.205136091,0.039029285,0.017089374,0.184280321,0.532062829,0.439478159,0.312277049,0.224672079,0.060507901,0.078759253,0.196480095,0.038303897,0.016938435,0.166711003,0.524158955,0.438818455,0.348555267,0.248453274,0.065417394,0.081100315,0.221874803,0.050530657,0.020973533,0.19181563,0.537747443,0.444770277,0.470941633,0.235699832,0.035028908,0.059420962,0.335097075,0.077413924,0.031773277,0.262660801,0.593998671,0.465755373,0.404836535,0.244178399,0.048180528,0.069428511,0.287508965,0.06917455,0.027187824,0.227076709,0.583870828,0.469304383,0.446362525,0.259554148,0.052472539,0.088125445,0.315961868,0.077406399,0.031910695,0.304700941,0.639882028,0.495943576,0.41906026,0.250274152,0.045571603,0.065383054,0.253553241,0.053650938,0.022913799,0.232920006,0.613157272,0.500166655,0.357863098,0.251063645,0.055683848,0.075156964,0.246156931,0.061551921,0.025276374,0.216398731,0.604406416,0.506156743,0.331788659,0.281875372,0.084694892,0.097004436,0.262998998,0.076994568,0.02907772,0.203975379,0.602521181,0.499724239,0.310524374,0.265282661,0.079114154,0.085251585,0.240710199,0.073118217,0.027136525,0.177515686,0.579006612,0.486285627,0.34139967,0.272693187,0.071415924,0.077864401,0.282482058,0.091878824,0.035738021,0.221108541,0.598035455,0.483649045,0.36759755,0.263834834,0.061979756,0.074860103,0.273107439,0.079493582,0.029724788,0.228735045,0.602910519,0.492688775,0.404170841,0.259315342,0.05357904,0.079260439,0.274218649,0.059871528,0.025082015,0.23167856,0.611699581,0.495005816,0.408678055,0.262275159,0.056598205,0.079359435,0.268960685,0.058237825,0.024649041,0.235309601,0.618877411,0.489684194,0.483056545,0.270248562,0.040989846,0.072415024,0.388668716,0.105797678,0.040442016,0.298924744,0.669566035,0.521863282,0.389789313,0.270801246,0.054055337,0.063177004,0.297839701,0.080470376,0.030034106,0.225003108,0.638836741,0.523571312,0.380705595,0.292644322,0.072297812,0.083795905,0.33030203,0.102337465,0.037560523,0.255871207,0.661799669,0.55696708,0.500980437,0.290471315,0.046764895,0.077677161,0.411253065,0.103434905,0.040530074,0.312514842,0.724188328,0.586590767,0.390071988,0.322821587,0.07795015,0.08709053,0.329215348,0.098046958,0.033677384,0.212679669,0.682626367,0.592520356,0.534383416,0.300332844,0.05431876,0.084054478,0.393309653,0.100064404,0.040331364,0.303321809,0.750064909,0.63052547,0.471175849,0.318504989,0.074448772,0.100102969,0.279736102,0.06514544,0.027601451,0.233757406,0.73696059,0.649417162,0.509666741,0.31672436,0.069110587,0.091488771,0.36399436,0.105318174,0.041200794,0.323636025,0.805117249,0.689123869,0.610754848,0.311750442,0.052668191,0.094606653,0.426375926,0.136464924,0.051676914,0.338699967,0.84992069,0.726503313,0.471877187,1.195499063,0.682246208,0.40975365,0.096687481,0.245747045,0.472862035,0.092525586,0.067499213,0.988138855,1.73658669,0.516918123,0.868928492,0.395885557,0.069688588,0.189096898,0.479487836,0.079645433,0.055898666,0.91626507,1.267203927,0.535390973,1.1097188,0.520003617,0.065652296,0.19592531,0.633797109,0.14707163,0.087001957,1.206938624,1.552140832,0.548504829,0.422131062,1.446872354
0.05,26.10702324,31.50744438,0.459919125,0.293625355,0.29204458,0.333640665,0.589478731,0.296973079,0.344424695,0.143755779,0.404119909,0.231294319,0.159698188,0.174941376,0.468678147,0.393693119,0.141674638,0.229464024,0.27240476,0.074681155,0.150824293,0.19971925,0.094921738,0.038911968,0.124776043,0.243291348,0.176821604,0.232765123,0.310046583,0.129569486,0.264277071,0.379815638,0.190688506,0.065821618,0.205363989,0.348192304,0.245250404,0.202831894,0.509299517,0.165411964,0.19293423,0.084730849,0.137225613,0.145920053,0.08119671,0.042929716,0.151497349,0.58409065,0.330668777,0.209263667,0.18349947,0.06849397,0.102963373,0.169988319,0.056195669,0.022347085,0.101057455,0.387348652,0.33757323,0.317595512,0.236468166,0.08641611,0.142402411,0.231395721,0.073945515,0.03074,0.170263022,0.432916999,0.341073781,0.154628709,0.119711556,0.019084968,0.022467012,0.0505508,0.017094975,0.005966855,0.024490006,0.352474838,0.327991396,0.298261702,0.257806361,0.099756725,0.135805964,0.230490685,0.073365368,0.033709161,0.160187483,0.428417116,0.340758413,0.612466156,0.388945162,0.147895962,0.343326807,0.540386915,0.167804852,0.061446059,0.33058244,0.560633659,0.383337528,0.453106821,0.281985462,0.065215498,0.099911653,0.266602039,0.094520196,0.040392093,0.185993388,0.480229676,0.38590762,0.496225953,0.328179717,0.085404083,0.180232927,0.319620937,0.140340433,0.056366891,0.27911368,0.568405747,0.448232293,0.353026241,0.627091169,0.356082618,0.290391892,0.116434708,0.218173936,0.251319289,0.062730201,0.034383219,0.281684637,0.758298397,0.419073611,0.24867484,0.172023714,0.064335346,0.063222393,0.100317508,0.026861183,0.013669284,0.103489578,0.475589365,0.414127767,0.274929225,0.217646778,0.079223461,0.078275986,0.140960202,0.036154341,0.013531483,0.09697289,0.46399191,0.399457335,0.474251777,0.327542722,0.127917618,0.240681663,0.386234552,0.073812068,0.03471778,0.27668944,0.555749714,0.430663198,0.265263677,0.229930833,0.091017924,0.106039651,0.189131796,0.052742701,0.023592863,0.16740346,0.513180494,0.420636147,0.340272516,0.255395681,0.097553633,0.143367544,0.237980187,0.060822852,0.02542107,0.204670757,0.527147889,0.431745321,0.367282867,0.210481599,0.03919524,0.062455628,0.192023069,0.038992267,0.015994906,0.14396736,0.506172538,0.424551517,0.320026755,0.233991936,0.087663777,0.131105199,0.189376965,0.035285514,0.016233834,0.169660181,0.511664629,0.429089755,0.410092652,0.320072532,0.116402812,0.183491409,0.328680247,0.053283792,0.02305956,0.243812442,0.561319351,0.451112628,0.317769587,0.246999338,0.087359786,0.117079131,0.179265335,0.030708928,0.01459711,0.153952807,0.522244751,0.443067521,0.298142225,0.208178982,0.07377208,0.129654691,0.175241455,0.031579867,0.014496892,0.136757284,0.508642733,0.441143334,0.270451754,0.237327054,0.088573426,0.108505651,0.199930057,0.038312994,0.016174953,0.141862884,0.509552181,0.438127398,0.304516047,0.221025392,0.059712917,0.079047367,0.176965639,0.032190606,0.013990729,0.143348634,0.504129112,0.432747483,0.346565634,0.214425325,0.049722563,0.079690695,0.206123725,0.038999766,0.017103601,0.18447724,0.52964294,0.437056959,0.312248647,0.224652395,0.060530648,0.079077199,0.197319493,0.038471822,0.016985925,0.167314962,0.522333562,0.437000394,0.348967761,0.248771071,0.06554278,0.081472047,0.222887293,0.050936744,0.021178128,0.19366385,0.53714478,0.443340957,0.470449567,0.235481977,0.034877922,0.059392903,0.334939986,0.077055648,0.031584248,0.26114437,0.591899455,0.464663088,0.404729992,0.243956059,0.048146281,0.069941863,0.289666295,0.069627166,0.02744066,0.229222894,0.58478117,0.469533265,0.447898358,0.260187685,0.052752923,0.089617945,0.321139693,0.078092217,0.032250948,0.308003604,0.642338753,0.497126907,0.420538753,0.251118898,0.04582987,0.066187121,0.256565064,0.054356638,0.023210073,0.235942572,0.616354823,0.502108574,0.360665649,0.252928823,0.056025028,0.076278396,0.249696881,0.062095501,0.025609463,0.219227687,0.607883453,0.508625507,0.336309701,0.28553161,0.085910603,0.099619888,0.269994915,0.078820109,0.029876232,0.209794477,0.608194649,0.50287497,0.316956192,0.27048254,0.080854386,0.088106893,0.248660028,0.075583175,0.028139232,0.183967486,0.585238338,0.489857435,0.346069068,0.276144177,0.072200052,0.079354212,0.287730217,0.093493357,0.036452435,0.225596875,0.603836596,0.487203866,0.372639179,0.267251283,0.062706649,0.076398447,0.278765261,0.080754898,0.03010783,0.231769428,0.607688248,0.496189713,0.409696162,0.262812585,0.054156069,0.080832377,0.279622108,0.060883421,0.025450284,0.235035241,0.616731942,0.49848637,0.414275885,0.265724063,0.057305247,0.080664448,0.273345083,0.059357442,0.025069609,0.23925373,0.624885619,0.493343651,0.482098877,0.269714445,0.040478125,0.071112223,0.381906211,0.103932537,0.039614674,0.292895734,0.667917073,0.522052169,0.39204067,0.272191018,0.054489072,0.06430994,0.303132266,0.082610317,0.030649915,0.229750261,0.64272815,0.525381505,0.384430021,0.294968337,0.073086679,0.085415289,0.336365521,0.104036778,0.038526315,0.262292743,0.668295085,0.561474442,0.503684223,0.292019635,0.046676669,0.078110427,0.413930178,0.10521017,0.041299403,0.318373531,0.732720494,0.592562854,0.397388965,0.328328699,0.079255924,0.089421943,0.337936789,0.100208819,0.034719504,0.218742833,0.691773057,0.598838627,0.541489005,0.304011911,0.05509758,0.085556954,0.40037176,0.101546504,0.040996965,0.308133185,0.758911431,0.636894226,0.480056554,0.324308246,0.075959004,0.102498598,0.286385268,0.06668476,0.028266575,0.239050999,0.746405959,0.657058537,0.518344343,0.321953326,0.070018046,0.09340775,0.371706516,0.108194023,0.0427307,0.335308582,0.819701195,0.700185657,0.625119746,0.31876713,0.053481828,0.097185031,0.437913656,0.139960498,0.052893795,0.346498251,0.863829136,0.737982392,0.476863474,1.20791924,0.696354449,0.418038905,0.09829805,0.254557908,0.490060896,0.094394326,0.068869241,1.0080477,1.763625741,0.524472356,0.883147776,0.40253377,0.071370088,0.197987512,0.502166331,0.081806973,0.05750918,0.942787409,1.297887206,0.544082165,1.119621158,0.524254143,0.065845288,0.199755564,0.64596796,0.149233013,0.088219844,1.223590732,1.577129722,0.556084871,0.431487203,1.505162001
